,Locality,Region,Type,latitude,longitude,price
347,Thakur Complex,Mumbai,2 BHK 925 Sq-ft Flat/Apartment for Rent in Nirav Apartment Thakur Complex,19.2136024,72.8639823,"28,000"
348,Kandivali East,Mumbai,1 BHK 600 Sq-ft Flat/Apartment for Rent in Dynasty Kandivali East,19.21331292,72.8607179,"22,000"
349,Lokhandwala Twp,Mumbai,2 BHK 1050 Sq-ft Flat/Apartment for Rent in Acme Oasis Lokhandwala Twp,19.200165,72.868551,"30,000"
350,Thakur Complex,Mumbai,1 BHK 570 Sq-ft Flat/Apartment for Rent in Gokul Heaven Thakur Complex,19.209605,72.867126,"21,000"
351,Thakur Village,Mumbai,2 BHK 850 Sq-ft Flat/Apartment for Rent in Vasant Sagar Thakur Village,19.208746,72.873196,"36,000"
352,Thakur Complex,Mumbai,1 BHK 565 Sq-ft Flat/Apartment for Rent in Thakur Complex Thakur Complex,19.20897,72.863963,"17,500"
353,Thakur Village,Mumbai,2 BHK 1050 Sq-ft Flat/Apartment for Rent in Alpine Thakur Village,19.205736,72.872531,"42,000"
354,Thakur Complex,Mumbai,2 BHK 900 Sq-ft Flat/Apartment for Rent in Thakur Complex Thakur Complex,19.20897,72.863963,"35,000"
355,Lokhandwala Twp,Mumbai,1 BHK 550 Sq-ft Flat/Apartment for Rent in Green Hills Lokhandwala Twp,19.1956621,72.8748253,"23,000"
356,Thakur Complex,Mumbai,2 BHK 960 Sq-ft Flat/Apartment for Rent in Dynasty Thakur Complex,19.21331292,72.8607179,"30,000"
357,Kandivali East,Mumbai,2 BHK 750 Sq-ft Flat/Apartment for Rent in Evershine Millenium Paradise Kandivali East,19.210841,72.8755987441594,"32,000"
358,Thakur Village,Mumbai,3 BHK 1750 Sq-ft Flat/Apartment for Rent in Raheja Reflection Eternity Thakur Village,19.2155828164431,72.8744334637385,"63,500"
359,Thakur Village,Mumbai,2 BHK 1050 Sq-ft Flat/Apartment for Rent in Raheja Willows Thakur Village,19.200956,72.875935,"32,000"
360,Kandivali East,Mumbai,2 BHK 1000 Sq-ft Flat/Apartment for Rent in Crimson Tower lokhandwala circle,19.1962585940924,72.8727150125604,"27,000"
361,Thakur Village,Mumbai,2 BHK 1100 Sq-ft Flat/Apartment for Rent in Challenger Tower Thakur Village,19.2087168952409,72.8702275275391,"40,000"
362,Thakur Village,Mumbai,1 BHK 480 Sq-ft Flat/Apartment for Rent in Evershine Millenium Paradise Thakur Village,19.210841,72.8755987441594,"24,000"
363,Thakur Village,Mumbai,2 BHK 1250 Sq-ft Flat/Apartment for Rent in Vishnu Shivam Tower Thakur Village,19.212281,72.8695549,"37,000"
364,Kandivali East,Mumbai,3 BHK 1786 Sq-ft Flat/Apartment for Rent in Raheja Reflection Eternity Kandivali East,19.2155828164431,72.8744334637385,"63,000"
365,Kandivali East,Mumbai,1 BHK 710 Sq-ft Flat/Apartment for Rent in Sarla Avenue Kandivali East,19.20534716,72.84993868,"27,000"
366,Thakur Complex,Mumbai,1 BHK 380 Sq-ft Flat/Apartment for Rent in Saraf Choudhari CHS Thakur Complex,19.208471939832,72.8623806974369,"12,500"
367,Thakur Village,Mumbai,1 BHK 575 Sq-ft Flat/Apartment for Rent in Vasant Sagar Thakur Village,19.208746,72.873196,"23,000"
368,Thakur Complex,Mumbai,2 BHK 1000 Sq-ft Flat/Apartment for Rent in Veena Saaz Thakur Complex,19.2100762,72.8650676,"36,000"
369,Thakur Village,Mumbai,4 BHK 2368 Sq-ft Flat/Apartment for Rent in Thakur Jewel Thakur Village,19.209505,72.8720716,"68,000"
370,Thakur Village,Mumbai,1 BHK 650 Sq-ft Flat/Apartment for Rent in Vasant Utsav Thakur Village,19.207201,72.873947,"24,500"
371,Kandivali East,Mumbai,1 BHK 560 Sq-ft Flat/Apartment for Rent in Gokul Garden Near ryan International High S,19.2110349093203,72.8623646039943,"21,000"
372,Thakur Village,Mumbai,3 BHK 1476 Sq-ft Flat/Apartment for Rent in Raheja Serenity Thakur Village,19.2153621,72.8754248,"50,000"
373,Thakur Village,Mumbai,2 BHK Flat 1000 sqft,19.21102,72.87172,"35,000"
374,Thakur Complex,Mumbai,1 BHK 650 Sq-ft Flat/Apartment for Rent in Mit Niketan Thakur Complex,19.2132597310062,72.8620685314757,"22,000"
375,Thakur Village,Mumbai,3 BHK 1860 Sq-ft Flat/Apartment for Rent in Alpine Shapoorji Pallonji Thakur Village,19.2062083,72.872531,"59,000"
376,Kandivali East,Mumbai,3 BHK 1289 Sq-ft Flat/Apartment for Rent in Acme Oasis Kandivali East,19.200165,72.868551,"35,000"
377,Kandivali East,Mumbai,3 BHK 1464 Sq-ft Flat/Apartment for Rent in Alpine Shapoorji Pallonji Kandivali East,19.2062083,72.872531,"48,000"
378,Lokhandwala Twp,Mumbai,2 BHK Flat 930 sqft,19.1991024017334,72.87364196777344,"30,000"
379,Ashok Nagar - Akurli Nagar,Mumbai,1 BHK 600 Sq-ft Flat/Apartment for Rent in Sumukh Hills Ashok Nagar Western Mumbai,19.1980151528992,72.8701292241965,"20,000"
380,Thakur Complex,Mumbai,1 BHK Flat 610 sqft,19.214441299438477,72.8617172241211,"21,500"
381,Thakur Complex,Mumbai,1 BHK Flat 677 sqft,19.210840225219727,72.86144256591797,"19,000"
382,Asha Nagar - Kandivali East,Mumbai,2 BHK 1220 Sq-ft Flat/Apartment for Rent in Kalpataru Gardens II Asha Nagar,19.21339,72.86392,"40,000"
